module_label,canine_gene,canine_gene_symbol,human_gene_symbol,ortholog_qc_status,raw_pca_loading,risk_oriented_loading,absolute_risk_loading,is_strict_mapping,is_broad_mapping,human_symbol_duplicate_count,normalized_abs_sum_weight,canonical_human_gene_symbol
M34,CASP8_3,CASP8,CASP8,strict_symbol_concordant_one_to_one,0.0516377190818151,-0.0516377190818151,0.0516377190818151,True,True,1,-0.0049922656607666,CASP8
M34,CBLN3_3,CBLN3,CBLN3,strict_symbol_concordant_one_to_one,0.0471262279535087,-0.0471262279535087,0.0471262279535087,True,True,1,-0.004556100728636,CBLN3
M34,CBX7_3,CBX7,CBX7,strict_symbol_concordant_one_to_one,0.0557146467720475,-0.0557146467720475,0.0557146467720475,True,True,1,-0.0053864175805508,CBX7
M34,CCR2_3,CCR2,CCR2,strict_symbol_concordant_one_to_one,0.0731990664938683,-0.0731990664938683,0.0731990664938683,True,True,1,-0.0070767879092127,CCR2
M34,CD244_3,CD244,CD244,strict_symbol_concordant_one_to_one,0.0706410507238519,-0.0706410507238519,0.0706410507238519,True,True,1,-0.0068294823636652,CD244
M34,CD74_3,CD74,CD74,strict_symbol_concordant_one_to_one,0.0766373117930356,-0.0766373117930356,0.0766373117930356,True,True,1,-0.007409192869105,CD74
M34,CD80_3,CD80,CD80,strict_symbol_concordant_one_to_one,0.0736771915361654,-0.0736771915361654,0.0736771915361654,True,True,1,-0.0071230123992299,CD80
M34,CD86_3,CD86,CD86,strict_symbol_concordant_one_to_one,0.073437850320286,-0.073437850320286,0.073437850320286,True,True,1,-0.0070998732103872,CD86
M34,CLEC12A_3,CLEC12A,CLEC12A,strict_symbol_concordant_one_to_one,0.0762652109091431,-0.0762652109091431,0.0762652109091431,True,True,1,-0.0073732186530082,CLEC12A
M34,CSF1R_3,CSF1R,CSF1R,strict_symbol_concordant_one_to_one,0.0690373992876355,-0.0690373992876355,0.0690373992876355,True,True,1,-0.0066744434862861,CSF1R
M34,CSF2RB_3,CSF2RB,CSF2RB,strict_symbol_concordant_one_to_one,0.0726220012403615,-0.0726220012403615,0.0726220012403615,True,True,1,-0.0070209980118212,CSF2RB
M34,CTSH_3,CTSH,CTSH,strict_symbol_concordant_one_to_one,0.0650283581302952,-0.0650283581302952,0.0650283581302952,True,True,1,-0.0062868547457634,CTSH
M34,CYP4V2_3,CYP4V2,CYP4V2,strict_symbol_concordant_one_to_one,0.0783514014235392,-0.0783514014235392,0.0783514014235392,True,True,1,-0.0075749087634938,CYP4V2
M34,CYSLTR2_3,CYSLTR2,CYSLTR2,strict_symbol_concordant_one_to_one,0.0642747628123309,-0.0642747628123309,0.0642747628123309,True,True,1,-0.0062139981576939,CYSLTR2
M34,CYTH4_3,CYTH4,CYTH4,strict_symbol_concordant_one_to_one,0.0680534116302419,-0.0680534116302419,0.0680534116302419,True,True,1,-0.006579312874788,CYTH4
M34,DAPP1_3,DAPP1,DAPP1,strict_symbol_concordant_one_to_one,0.0812124642632289,-0.0812124642632289,0.0812124642632289,True,True,1,-0.0078515124946781,DAPP1
M34,DENND1C_3,DENND1C,DENND1C,strict_symbol_concordant_one_to_one,0.0846152869978331,-0.0846152869978331,0.0846152869978331,True,True,1,-0.0081804928483751,DENND1C
M34,DHX58_3,DHX58,DHX58,strict_symbol_concordant_one_to_one,0.0580673695888546,-0.0580673695888546,0.0580673695888546,True,True,1,-0.0056138756777808,DHX58
M34,DNASE1L3_3,DNASE1L3,DNASE1L3,strict_symbol_concordant_one_to_one,0.0511520332778766,-0.0511520332778766,0.0511520332778766,True,True,1,-0.0049453102064197,DNASE1L3
M34,DOCK2_3,DOCK2,DOCK2,strict_symbol_concordant_one_to_one,0.0820648276489865,-0.0820648276489865,0.0820648276489865,True,True,1,-0.0079339178475263,DOCK2
M34,DOK2_3,DOK2,DOK2,strict_symbol_concordant_one_to_one,0.0679890944558014,-0.0679890944558014,0.0679890944558014,True,True,1,-0.0065730947763307,DOK2
M34,DRAM1_3,DRAM1,DRAM1,strict_symbol_concordant_one_to_one,0.0614431662159901,-0.0614431662159901,0.0614431662159901,True,True,1,-0.0059402431835314,DRAM1
M34,DTX3L_3,DTX3L,DTX3L,strict_symbol_concordant_one_to_one,0.0525969102372983,-0.0525969102372983,0.0525969102372983,True,True,1,-0.0050849989796036,DTX3L
M34,EGR1_3,EGR1,EGR1,strict_symbol_concordant_one_to_one,0.0261710057302248,-0.0261710057302248,0.0261710057302248,True,True,1,-0.0025301778532804,EGR1
M34,EHD3_3,EHD3,EHD3,strict_symbol_concordant_one_to_one,0.0462295130805107,-0.0462295130805107,0.0462295130805107,True,True,1,-0.0044694075332825,EHD3
M34,ENPP5_3,ENPP5,ENPP5,strict_symbol_concordant_one_to_one,0.0663357583732156,-0.0663357583732156,0.0663357583732156,True,True,1,-0.0064132524537502,ENPP5
M34,EPAS1_3,EPAS1,EPAS1,strict_symbol_concordant_one_to_one,0.0484018002955253,-0.0484018002955253,0.0484018002955253,True,True,1,-0.0046794213577053,EPAS1
M34,EPHB3_3,EPHB3,EPHB3,strict_symbol_concordant_one_to_one,-0.0362068053439305,0.0362068053439305,0.0362068053439305,True,True,1,0.0035004255458723,EPHB3
M34,EVI2A_3,EVI2A,EVI2A,strict_symbol_concordant_one_to_one,0.0550671361239886,-0.0550671361239886,0.0550671361239886,True,True,1,-0.0053238171165728,EVI2A
M34,F5_3,F5,F5,strict_symbol_concordant_one_to_one,0.0498093733086964,-0.0498093733086964,0.0498093733086964,True,True,1,-0.0048155036352269,F5
M34,FAM107A_3,FAM107A,FAM107A,strict_symbol_concordant_one_to_one,0.0167182415832317,-0.0167182415832317,0.0167182415832317,True,True,1,-0.0016162972503129,FAM107A
M34,FAXDC2_3,FAXDC2,FAXDC2,strict_symbol_concordant_one_to_one,0.0351169618510163,-0.0351169618510163,0.0351169618510163,True,True,1,-0.0033950609336851,FAXDC2
M34,FCER1G_2,FCER1G,FCER1G,strict_symbol_concordant_one_to_one,0.0753330602634283,-0.0753330602634283,0.0753330602634283,True,True,1,-0.0072830995745127,FCER1G
M34,FERMT3_3,FERMT3,FERMT3,strict_symbol_concordant_one_to_one,0.0773587299216817,-0.0773587299216817,0.0773587299216817,True,True,1,-0.0074789386095199,FERMT3
M34,FGR_3,FGR,FGR,strict_symbol_concordant_one_to_one,0.0766369603636574,-0.0766369603636574,0.0766369603636574,True,True,1,-0.0074091588933825,FGR
M34,FYB1_3,FYB1,FYB1,strict_symbol_concordant_one_to_one,0.0777085855516639,-0.0777085855516639,0.0777085855516639,True,True,1,-0.0075127621842021,FYB1
M34,GAB2_3,GAB2,GAB2,strict_symbol_concordant_one_to_one,0.0652855394780276,-0.0652855394780276,0.0652855394780276,True,True,1,-0.0063117186947081,GAB2
M34,GBP1_3,GBP1,GBP1,strict_symbol_concordant_one_to_one,0.0721503036776635,-0.0721503036776635,0.0721503036776635,True,True,1,-0.0069753949219405,GBP1
M34,GIMAP6_3,GIMAP6,GIMAP6,strict_symbol_concordant_one_to_one,0.080834971073273,-0.080834971073273,0.080834971073273,True,True,1,-0.0078150169576386,GIMAP6
M34,GLUL_3,GLUL,GLUL,strict_symbol_concordant_one_to_one,0.0615425688812319,-0.0615425688812319,0.0615425688812319,True,True,1,-0.0059498533003433,GLUL
M34,GMFG_3,GMFG,GMFG,strict_symbol_concordant_one_to_one,0.0731014939242394,-0.0731014939242394,0.0731014939242394,True,True,1,-0.0070673547235985,GMFG
M34,GPR183_3,GPR183,GPR183,strict_symbol_concordant_one_to_one,0.0524661929332497,-0.0524661929332497,0.0524661929332497,True,True,1,-0.0050723614053677,GPR183
M34,GPSM3_3,GPSM3,GPSM3,strict_symbol_concordant_one_to_one,0.0749784554183961,-0.0749784554183961,0.0749784554183961,True,True,1,-0.0072488168520673,GPSM3
M34,GSAP_3,GSAP,GSAP,strict_symbol_concordant_one_to_one,0.0469808882018355,-0.0469808882018355,0.0469808882018355,True,True,1,-0.0045420494757084,GSAP
M34,HACD4_3,HACD4,HACD4,strict_symbol_concordant_one_to_one,0.0664152283253819,-0.0664152283253819,0.0664152283253819,True,True,1,-0.0064209355025044,HACD4
M34,HCLS1_3,HCLS1,HCLS1,strict_symbol_concordant_one_to_one,0.0827925186446711,-0.0827925186446711,0.0827925186446711,True,True,1,-0.008004270040342,HCLS1
M34,HNMT_3,HNMT,HNMT,strict_symbol_concordant_one_to_one,0.0621685428304926,-0.0621685428304926,0.0621685428304926,True,True,1,-0.0060103716250678,HNMT
M34,IFI30_3,IFI30,IFI30,strict_symbol_concordant_one_to_one,0.0579779739923923,-0.0579779739923923,0.0579779739923923,True,True,1,-0.0056052330310029,IFI30
M34,IFI35_3,IFI35,IFI35,strict_symbol_concordant_one_to_one,0.06057165481638,-0.06057165481638,0.06057165481638,True,True,1,-0.0058559866262976,IFI35
M34,IL18_3,IL18,IL18,strict_symbol_concordant_one_to_one,0.077388291222115,-0.077388291222115,0.077388291222115,True,True,1,-0.0074817965565335,IL18
M34,IL1RN_3,IL1RN,IL1RN,strict_symbol_concordant_one_to_one,0.0683757645236215,-0.0683757645236215,0.0683757645236215,True,True,1,-0.0066104775216562,IL1RN
M34,IL34_3,IL34,IL34,strict_symbol_concordant_one_to_one,0.0468521286242338,-0.0468521286242338,0.0468521286242338,True,True,1,-0.0045296011718486,IL34
M34,INPP5D_3,INPP5D,INPP5D,strict_symbol_concordant_one_to_one,0.0774976740389577,-0.0774976740389577,0.0774976740389577,True,True,1,-0.0074923715410625,INPP5D
M34,IRF5_3,IRF5,IRF5,strict_symbol_concordant_one_to_one,0.0794607074542069,-0.0794607074542069,0.0794607074542069,True,True,1,-0.007682154987817,IRF5
M34,JAML_3,JAML,JAML,strict_symbol_concordant_one_to_one,0.0726809452399857,-0.0726809452399857,0.0726809452399857,True,True,1,-0.0070266966389191,JAML
M34,JCHAIN_3,JCHAIN,JCHAIN,strict_symbol_concordant_one_to_one,0.0519498414004262,-0.0519498414004262,0.0519498414004262,True,True,1,-0.0050224412293406,JCHAIN
M34,KBTBD12_3,KBTBD12,KBTBD12,strict_symbol_concordant_one_to_one,0.0341395803619888,-0.0341395803619888,0.0341395803619888,True,True,1,-0.0033005689977146,KBTBD12
M34,KCNQ1_3,KCNQ1,KCNQ1,strict_symbol_concordant_one_to_one,0.0760476523483408,-0.0760476523483408,0.0760476523483408,True,True,1,-0.0073521853821432,KCNQ1
M34,KIAA0040_3,KIAA0040,KIAA0040,strict_symbol_concordant_one_to_one,0.0452741957951717,-0.0452741957951717,0.0452741957951717,True,True,1,-0.0043770487350332,KIAA0040
M34,LAMA3_3,LAMA3,LAMA3,strict_symbol_concordant_one_to_one,0.0282191257459631,-0.0282191257459631,0.0282191257459631,True,True,1,-0.0027281873588417,LAMA3
M34,LAPTM5_3,LAPTM5,LAPTM5,strict_symbol_concordant_one_to_one,0.0771987842497218,-0.0771987842497218,0.0771987842497218,True,True,1,-0.0074634752757415,LAPTM5
M34,LCP1_3,LCP1,LCP1,strict_symbol_concordant_one_to_one,0.0767748487395036,-0.0767748487395036,0.0767748487395036,True,True,1,-0.0074224897572548,LCP1
M34,LPAR5_3,LPAR5,LPAR5,strict_symbol_concordant_one_to_one,0.0634392126082228,-0.0634392126082228,0.0634392126082228,True,True,1,-0.0061332182807748,LPAR5
M34,LY96_3,LY96,LY96,strict_symbol_concordant_one_to_one,0.0612541816679478,-0.0612541816679478,0.0612541816679478,True,True,1,-0.0059219724100274,LY96
M34,MARCHF1_3,MARCHF1,MARCHF1,strict_symbol_concordant_one_to_one,0.0753902088117608,-0.0753902088117608,0.0753902088117608,True,True,1,-0.0072886246197795,MARCHF1
M34,MCTP1_3,MCTP1,MCTP1,strict_symbol_concordant_one_to_one,0.0599621281460907,-0.0599621281460907,0.0599621281460907,True,True,1,-0.0057970584025202,MCTP1
M34,MILR1_3,MILR1,MILR1,strict_symbol_concordant_one_to_one,0.0833096055971545,-0.0833096055971545,0.0833096055971545,True,True,1,-0.0080542613157588,MILR1
M34,MOSPD2_3,MOSPD2,MOSPD2,strict_symbol_concordant_one_to_one,0.0546431510383963,-0.0546431510383963,0.0546431510383963,True,True,1,-0.0052828268052052,MOSPD2
M34,MS4A7_3,MS4A7,MS4A7,strict_symbol_concordant_one_to_one,0.0668744323308811,-0.0668744323308811,0.0668744323308811,True,True,1,-0.0064653307319743,MS4A7
M34,MYO1G_3,MYO1G,MYO1G,strict_symbol_concordant_one_to_one,0.07965617441524,-0.07965617441524,0.07965617441524,True,True,1,-0.0077010524723444,MYO1G
M34,NCF4_3,NCF4,NCF4,strict_symbol_concordant_one_to_one,0.0736391294141049,-0.0736391294141049,0.0736391294141049,True,True,1,-0.0071193326041438,NCF4
M34,NCKAP1L_3,NCKAP1L,NCKAP1L,strict_symbol_concordant_one_to_one,0.0783489270680713,-0.0783489270680713,0.0783489270680713,True,True,1,-0.0075746695461145,NCKAP1L
M34,NFAM1_3,NFAM1,NFAM1,strict_symbol_concordant_one_to_one,0.0801343362400604,-0.0801343362400604,0.0801343362400604,True,True,1,-0.0077472805184469,NFAM1
M34,OAS1_3,OAS1,OAS1,strict_symbol_concordant_one_to_one,0.0501462176992563,-0.0501462176992563,0.0501462176992563,True,True,1,-0.004848069300673,OAS1
M34,OAS2_3,OAS2,OAS2,strict_symbol_concordant_one_to_one,0.0576348378012267,-0.0576348378012267,0.0576348378012267,True,True,1,-0.0055720590826841,OAS2
M34,OSBPL3_3,OSBPL3,OSBPL3,strict_symbol_concordant_one_to_one,0.0513227367327572,-0.0513227367327572,0.0513227367327572,True,True,1,-0.0049618135882717,OSBPL3
M34,PAG1_3,PAG1,PAG1,strict_symbol_concordant_one_to_one,0.048240223164409,-0.048240223164409,0.048240223164409,True,True,1,-0.0046638002966364,PAG1
M34,PAPPA_3,PAPPA,PAPPA,strict_symbol_concordant_one_to_one,0.0272872558002062,-0.0272872558002062,0.0272872558002062,True,True,1,-0.0026380954180429,PAPPA
M34,PARP12_3,PARP12,PARP12,strict_symbol_concordant_one_to_one,0.0723426847606341,-0.0723426847606341,0.0723426847606341,True,True,1,-0.0069939940679014,PARP12
M34,PARP14_3,PARP14,PARP14,strict_symbol_concordant_one_to_one,0.0596084179076502,-0.0596084179076502,0.0596084179076502,True,True,1,-0.0057628621694443,PARP14
M34,PARP15_3,PARP15,PARP15,strict_symbol_concordant_one_to_one,0.073353478892924,-0.073353478892924,0.073353478892924,True,True,1,-0.0070917162935625,PARP15
M34,PARP9_3,PARP9,PARP9,strict_symbol_concordant_one_to_one,0.0575304459487458,-0.0575304459487458,0.0575304459487458,True,True,1,-0.0055619666179186,PARP9
M34,PARVG_3,PARVG,PARVG,strict_symbol_concordant_one_to_one,0.0835820736904279,-0.0835820736904279,0.0835820736904279,True,True,1,-0.0080806031668299,PARVG
M34,PID1_3,PID1,PID1,strict_symbol_concordant_one_to_one,0.0356422230606891,-0.0356422230606891,0.0356422230606891,True,True,1,-0.0034458424853611,PID1
M34,PIK3AP1_3,PIK3AP1,PIK3AP1,strict_symbol_concordant_one_to_one,0.0789578866168171,-0.0789578866168171,0.0789578866168171,True,True,1,-0.007633542941339,PIK3AP1
M34,PIK3CG_3,PIK3CG,PIK3CG,strict_symbol_concordant_one_to_one,0.0673864115594216,-0.0673864115594216,0.0673864115594216,True,True,1,-0.0065148281994674,PIK3CG
M34,PIK3IP1_3,PIK3IP1,PIK3IP1,strict_symbol_concordant_one_to_one,0.0401798883740388,-0.0401798883740388,0.0401798883740388,True,True,1,-0.0038845379027167,PIK3IP1
M34,PRDM1_3,PRDM1,PRDM1,strict_symbol_concordant_one_to_one,0.0609033465587401,-0.0609033465587401,0.0609033465587401,True,True,1,-0.0058880541406028,PRDM1
M34,PRKAR2B_3,PRKAR2B,PRKAR2B,strict_symbol_concordant_one_to_one,0.0582071961869443,-0.0582071961869443,0.0582071961869443,True,True,1,-0.005627393926389,PRKAR2B
M34,PTAFR_3,PTAFR,PTAFR,strict_symbol_concordant_one_to_one,0.0776773936324589,-0.0776773936324589,0.0776773936324589,True,True,1,-0.0075097465911452,PTAFR
M34,PTK2B_3,PTK2B,PTK2B,strict_symbol_concordant_one_to_one,0.0746715198228609,-0.0746715198228609,0.0746715198228609,True,True,1,-0.0072191427289475,PTK2B
M34,PTPN6_3,PTPN6,PTPN6,strict_symbol_concordant_one_to_one,0.0838995626139224,-0.0838995626139224,0.0838995626139224,True,True,1,-0.0081112975715909,PTPN6
M34,PTPRC_4,PTPRC,PTPRC,strict_symbol_concordant_one_to_one,0.0840791735623078,-0.0840791735623078,0.0840791735623078,True,True,1,-0.008128662118009,PTPRC
M34,PTPRJ_3,PTPRJ,PTPRJ,strict_symbol_concordant_one_to_one,0.0733645623920716,-0.0733645623920716,0.0733645623920716,True,True,1,-0.0070927878314456,PTPRJ
M34,PTPRO_3,PTPRO,PTPRO,strict_symbol_concordant_one_to_one,0.0711420146491507,-0.0711420146491507,0.0711420146491507,True,True,1,-0.0068779148863642,PTPRO
M34,PYCARD_3,PYCARD,PYCARD,strict_symbol_concordant_one_to_one,0.0821541154173578,-0.0821541154173578,0.0821541154173578,True,True,1,-0.0079425500696286,PYCARD
M34,RAB29_3,RAB29,RAB29,strict_symbol_concordant_one_to_one,0.0574199066024839,-0.0574199066024839,0.0574199066024839,True,True,1,-0.0055512798216712,RAB29
M34,RASSF5_3,RASSF5,RASSF5,strict_symbol_concordant_one_to_one,0.0510319109699295,-0.0510319109699295,0.0510319109699295,True,True,1,-0.0049336969422454,RASSF5
M34,RETSAT_3,RETSAT,RETSAT,strict_symbol_concordant_one_to_one,0.0456181341754507,-0.0456181341754507,0.0456181341754507,True,True,1,-0.0044103002379233,RETSAT
M34,RGS18_3,RGS18,RGS18,strict_symbol_concordant_one_to_one,0.0767613703808162,-0.0767613703808162,0.0767613703808162,True,True,1,-0.0074211866875524,RGS18
M34,RNASEL_3,RNASEL,RNASEL,strict_symbol_concordant_one_to_one,0.05270917252062,-0.05270917252062,0.05270917252062,True,True,1,-0.005095852347103,RNASEL
M34,RNF213_3,RNF213,RNF213,strict_symbol_concordant_one_to_one,0.0606680467022342,-0.0606680467022342,0.0606680467022342,True,True,1,-0.0058653056649825,RNF213
M34,SAMD9L_3,SAMD9L,SAMD9L,strict_symbol_concordant_one_to_one,0.0726233770662706,-0.0726233770662706,0.0726233770662706,True,True,1,-0.0070211310248311,SAMD9L
M34,SAMSN1_3,SAMSN1,SAMSN1,strict_symbol_concordant_one_to_one,0.0749294360441245,-0.0749294360441245,0.0749294360441245,True,True,1,-0.007244077724483,SAMSN1
M34,SASH3_3,SASH3,SASH3,strict_symbol_concordant_one_to_one,0.0786452864304232,-0.0786452864304232,0.0786452864304232,True,True,1,-0.0076033211731465,SASH3
M34,SCTR_3,SCTR,SCTR,strict_symbol_concordant_one_to_one,0.0516283072028297,-0.0516283072028297,0.0516283072028297,True,True,1,-0.0049913557328864,SCTR
M34,SERPINB8_3,SERPINB8,SERPINB8,strict_symbol_concordant_one_to_one,0.0433657798653345,-0.0433657798653345,0.0433657798653345,True,True,1,-0.0041925456337655,SERPINB8
M34,SERPINB9_3,SERPINB9,SERPINB9,strict_symbol_concordant_one_to_one,0.0556612443928295,-0.0556612443928295,0.0556612443928295,True,True,1,-0.0053812547099067,SERPINB9
M34,SERPING1_3,SERPING1,SERPING1,strict_symbol_concordant_one_to_one,0.05333564533607,-0.05333564533607,0.05333564533607,True,True,1,-0.0051564189015439,SERPING1
M34,SH3TC1_3,SH3TC1,SH3TC1,strict_symbol_concordant_one_to_one,0.0724732901771042,-0.0724732901771042,0.0724732901771042,True,True,1,-0.0070066208249958,SH3TC1
M34,SIRPB2_3,SIRPB2,SIRPB2,strict_symbol_concordant_one_to_one,0.0761401507157501,-0.0761401507157501,0.0761401507157501,True,True,1,-0.0073611280006691,SIRPB2
M34,SLC43A2_3,SLC43A2,SLC43A2,strict_symbol_concordant_one_to_one,0.075843929132934,-0.075843929132934,0.075843929132934,True,True,1,-0.0073324896939784,SLC43A2
M34,SLC6A6_3,SLC6A6,SLC6A6,strict_symbol_concordant_one_to_one,0.0593747875535671,-0.0593747875535671,0.0593747875535671,True,True,1,-0.0057402750990868,SLC6A6
M34,SLC8A1_3,SLC8A1,SLC8A1,strict_symbol_concordant_one_to_one,0.0435954749062708,-0.0435954749062708,0.0435954749062708,True,True,1,-0.004214752243308,SLC8A1
M34,SLCO2B1_3,SLCO2B1,SLCO2B1,strict_symbol_concordant_one_to_one,0.0774471410675742,-0.0774471410675742,0.0774471410675742,True,True,1,-0.0074874860809326,SLCO2B1
M34,SLCO3A1_3,SLCO3A1,SLCO3A1,strict_symbol_concordant_one_to_one,0.0466026915248996,-0.0466026915248996,0.0466026915248996,True,True,1,-0.0045054859264879,SLCO3A1
M34,SP100_3,SP100,SP100,strict_symbol_concordant_one_to_one,0.0652815611407066,-0.0652815611407066,0.0652815611407066,True,True,1,-0.0063113340743734,SP100
M34,SRM_3,SRM,SRM,strict_symbol_concordant_one_to_one,-0.0362904911182836,0.0362904911182836,0.0362904911182836,True,True,1,0.0035085161746806,SRM
M34,SUSD1_3,SUSD1,SUSD1,strict_symbol_concordant_one_to_one,0.0475599886530273,-0.0475599886530273,0.0475599886530273,True,True,1,-0.0045980361332918,SUSD1
M34,SYK_3,SYK,SYK,strict_symbol_concordant_one_to_one,0.0704306618827598,-0.0704306618827598,0.0704306618827598,True,True,1,-0.0068091422517186,SYK
M34,SYTL1_3,SYTL1,SYTL1,strict_symbol_concordant_one_to_one,0.0534127627684756,-0.0534127627684756,0.0534127627684756,True,True,1,-0.0051638745118321,SYTL1
M34,TAGAP_3,TAGAP,TAGAP,strict_symbol_concordant_one_to_one,0.0807821565775036,-0.0807821565775036,0.0807821565775036,True,True,1,-0.0078099109227805,TAGAP
M34,TAPBPL_3,TAPBPL,TAPBPL,strict_symbol_concordant_one_to_one,0.0648038541444955,-0.0648038541444955,0.0648038541444955,True,True,1,-0.006265150000493,TAPBPL
M34,TBC1D9_3,TBC1D9,TBC1D9,strict_symbol_concordant_one_to_one,0.0630470967948235,-0.0630470967948235,0.0630470967948235,True,True,1,-0.0060953090480456,TBC1D9
M34,TLR1_3,TLR1,TLR1,strict_symbol_concordant_one_to_one,0.0744723565785727,-0.0744723565785727,0.0744723565785727,True,True,1,-0.0071998878926955,TLR1
M34,TLR3_3,TLR3,TLR3,strict_symbol_concordant_one_to_one,0.0621373845623098,-0.0621373845623098,0.0621373845623098,True,True,1,-0.0060073592853467,TLR3
M34,TLR7_3,TLR7,TLR7,strict_symbol_concordant_one_to_one,0.0780384374715623,-0.0780384374715623,0.0780384374715623,True,True,1,-0.0075446518269309,TLR7
M34,TLR8_3,TLR8,TLR8,strict_symbol_concordant_one_to_one,0.0724358482580339,-0.0724358482580339,0.0724358482580339,True,True,1,-0.0070030009903058,TLR8
M34,TMEM123_3,TMEM123,TMEM123,strict_symbol_concordant_one_to_one,0.0367638815766869,-0.0367638815766869,0.0367638815766869,True,True,1,-0.0035542829314554,TMEM123
M34,TMEM140_3,TMEM140,TMEM140,strict_symbol_concordant_one_to_one,0.0683808710238255,-0.0683808710238255,0.0683808710238255,True,True,1,-0.0066109712112705,TMEM140
M34,TMEM144_3,TMEM144,TMEM144,strict_symbol_concordant_one_to_one,0.0776263801710967,-0.0776263801710967,0.0776263801710967,True,True,1,-0.0075048146778864,TMEM144
M34,TMEM86A_3,TMEM86A,TMEM86A,strict_symbol_concordant_one_to_one,0.073207126555748,-0.073207126555748,0.073207126555748,True,True,1,-0.0070775671452219,TMEM86A
M34,TNFAIP8_3,TNFAIP8,TNFAIP8,strict_symbol_concordant_one_to_one,0.0668094954601034,-0.0668094954601034,0.0668094954601034,True,True,1,-0.0064590527221035,TNFAIP8
