scenario_id,regime,transfer_regime,replicates,model,mean_uno_c,mean_delta_c_vs_B0,negative_transfer_rate,catastrophic_negative_transfer_rate,frozen_role,eligible_for_primary_selection
CORE_0028,R4,R4_NONTRANSPORTABLE,200,B0,0.5626233034,0,0,0,frozen target-only reference,False
CORE_0028,R4,R4_NONTRANSPORTABLE,200,B4,0.5505995315,-0.01202377289,0.125,0,frozen non-selectable comparator,False
CORE_0029,R5,R5_MISLEADING_SOURCE,200,A0,0.603197145,0.001373443448,0,0,frozen non-selectable comparator,False
CORE_0029,R5,R5_MISLEADING_SOURCE,200,A1,0.6622819149,0.06045821297,0.035,0,frozen non-selectable comparator,False
CORE_0029,R5,R5_MISLEADING_SOURCE,200,A2,0.652456805,0.05063310002,0.035,0.01,frozen selectable architecture,True
CORE_0029,R5,R5_MISLEADING_SOURCE,200,A3,0.5581534615,-0.0436702404,0.815,0.415,frozen selectable architecture,True
CORE_0029,R5,R5_MISLEADING_SOURCE,200,A4,0.5287493935,-0.07307431072,0.975,0.755,frozen non-selectable comparator,False
CORE_0029,R5,R5_MISLEADING_SOURCE,200,B0,0.6018237033,0,0,0,frozen target-only reference,False
CORE_0029,R5,R5_MISLEADING_SOURCE,200,B4,0.5799164174,-0.02190728691,0.55,0,frozen non-selectable comparator,False
CORE_0030,R0,R0_FULLY_TRANSPORTABLE,200,A0,0.5987871222,0.004890009809,0.005,0,frozen non-selectable comparator,False
CORE_0030,R0,R0_FULLY_TRANSPORTABLE,200,A1,0.6133477937,0.01945068119,0.17,0.125,frozen non-selectable comparator,False
CORE_0030,R0,R0_FULLY_TRANSPORTABLE,200,A2,0.6355463159,0.04164920052,0.045,0.015,frozen selectable architecture,True
CORE_0030,R0,R0_FULLY_TRANSPORTABLE,200,A3,0.6208279765,0.02693086456,0.06,0.005,frozen selectable architecture,True
CORE_0030,R0,R0_FULLY_TRANSPORTABLE,200,A4,0.6268626297,0.03296551587,0,0,frozen non-selectable comparator,False
CORE_0030,R0,R0_FULLY_TRANSPORTABLE,200,B0,0.5938971138,0,0,0,frozen target-only reference,False
CORE_0030,R0,R0_FULLY_TRANSPORTABLE,200,B4,0.6054188558,0.01152174285,0,0,frozen non-selectable comparator,False
CORE_0031,R1,R1_MOSTLY_TRANSPORTABLE,200,A0,0.5632451074,0.003381892005,0.005,0,frozen non-selectable comparator,False
CORE_0031,R1,R1_MOSTLY_TRANSPORTABLE,200,A1,0.5613570291,0.001493815372,0.275,0.215,frozen non-selectable comparator,False
CORE_0031,R1,R1_MOSTLY_TRANSPORTABLE,200,A2,0.5936565985,0.03379338481,0.07,0.01,frozen selectable architecture,True
CORE_0031,R1,R1_MOSTLY_TRANSPORTABLE,200,A3,0.5861377251,0.02627450911,0.03,0,frozen selectable architecture,True
CORE_0031,R1,R1_MOSTLY_TRANSPORTABLE,200,A4,0.5858366784,0.02597346323,0.005,0,frozen non-selectable comparator,False
CORE_0031,R1,R1_MOSTLY_TRANSPORTABLE,200,B0,0.5598632151,0,0,0,frozen target-only reference,False
CORE_0031,R1,R1_MOSTLY_TRANSPORTABLE,200,B4,0.5690208967,0.009157680735,0,0,frozen non-selectable comparator,False
CORE_0032,R2,R2_PARTIALLY_TRANSPORTABLE,200,A0,0.5271668477,0.002637267598,0.01,0,frozen non-selectable comparator,False
CORE_0032,R2,R2_PARTIALLY_TRANSPORTABLE,200,A1,0.4910785669,-0.03345101145,0.63,0.39,frozen non-selectable comparator,False
CORE_0032,R2,R2_PARTIALLY_TRANSPORTABLE,200,A2,0.5293330315,0.00480345208,0.22,0.08,frozen selectable architecture,True
CORE_0032,R2,R2_PARTIALLY_TRANSPORTABLE,200,A3,0.5419730394,0.01744346058,0.08,0.01,frozen selectable architecture,True
CORE_0032,R2,R2_PARTIALLY_TRANSPORTABLE,200,A4,0.5365966804,0.01206710165,0.045,0,frozen non-selectable comparator,False
CORE_0032,R2,R2_PARTIALLY_TRANSPORTABLE,200,B0,0.524529579,0,0,0,frozen target-only reference,False
CORE_0032,R2,R2_PARTIALLY_TRANSPORTABLE,200,B4,0.528391728,0.003862148193,0,0,frozen non-selectable comparator,False
CORE_0033,R3,R3_WEAKLY_TRANSPORTABLE,200,A0,0.5342817505,0.002481354798,0.01,0,frozen non-selectable comparator,False
CORE_0033,R3,R3_WEAKLY_TRANSPORTABLE,200,A1,0.5251885319,-0.006611867429,0.36,0.14,frozen non-selectable comparator,False
CORE_0033,R3,R3_WEAKLY_TRANSPORTABLE,200,A2,0.5231241804,-0.008676217381,0.355,0.085,frozen selectable architecture,True
CORE_0033,R3,R3_WEAKLY_TRANSPORTABLE,200,A3,0.5286262999,-0.003174098435,0.26,0.03,frozen selectable architecture,True
CORE_0033,R3,R3_WEAKLY_TRANSPORTABLE,200,A4,0.5189287339,-0.01287166358,0.35,0.04,frozen non-selectable comparator,False
CORE_0033,R3,R3_WEAKLY_TRANSPORTABLE,200,B0,0.5318003985,0,0,0,frozen target-only reference,False
CORE_0033,R3,R3_WEAKLY_TRANSPORTABLE,200,B4,0.5286759266,-0.003124470697,0.005,0,frozen non-selectable comparator,False
CORE_0034,R4,R4_NONTRANSPORTABLE,200,A0,0.5723913535,0.004804815992,0.01,0,frozen non-selectable comparator,False
CORE_0034,R4,R4_NONTRANSPORTABLE,200,A1,0.5920721221,0.02448558356,0.09,0.01,frozen non-selectable comparator,False
CORE_0034,R4,R4_NONTRANSPORTABLE,200,A2,0.5812756519,0.01368911646,0.16,0.075,frozen selectable architecture,True
CORE_0034,R4,R4_NONTRANSPORTABLE,200,A3,0.5511922856,-0.01639425185,0.39,0.05,frozen selectable architecture,True
CORE_0034,R4,R4_NONTRANSPORTABLE,200,A4,0.5291326864,-0.03845385158,0.765,0.33,frozen non-selectable comparator,False
CORE_0034,R4,R4_NONTRANSPORTABLE,200,B0,0.567586537,0,0,0,frozen target-only reference,False
CORE_0034,R4,R4_NONTRANSPORTABLE,200,B4,0.5582758473,-0.009310689289,0.015,0,frozen non-selectable comparator,False
CORE_0035,R5,R5_MISLEADING_SOURCE,200,A0,0.616178256,0.00534797403,0.005,0,frozen non-selectable comparator,False
CORE_0035,R5,R5_MISLEADING_SOURCE,200,A1,0.6598129264,0.04898264264,0.035,0.005,frozen non-selectable comparator,False
CORE_0035,R5,R5_MISLEADING_SOURCE,200,A2,0.6571262217,0.04629593818,0.02,0,frozen selectable architecture,True
CORE_0035,R5,R5_MISLEADING_SOURCE,200,A3,0.5796919787,-0.03113830458,0.595,0.24,frozen selectable architecture,True
CORE_0035,R5,R5_MISLEADING_SOURCE,200,A4,0.5499130188,-0.06091726579,0.925,0.65,frozen non-selectable comparator,False
CORE_0035,R5,R5_MISLEADING_SOURCE,200,B0,0.610830285,0,0,0,frozen target-only reference,False
CORE_0035,R5,R5_MISLEADING_SOURCE,200,B4,0.5958536388,-0.01497664298,0.205,0,frozen non-selectable comparator,False
STRESS_0036,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5157299039,0.0002883782229,0,0,frozen non-selectable comparator,False
STRESS_0036,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5102080324,-0.005233490593,0.38,0.19,frozen non-selectable comparator,False
STRESS_0036,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5129489389,-0.002492586577,0.3,0.08,frozen selectable architecture,True
STRESS_0036,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5456916344,0.03025010571,0.04,0,frozen selectable architecture,True
STRESS_0036,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5354170257,0.01997550123,0.08,0.01,frozen non-selectable comparator,False
STRESS_0036,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5154415223,0,0,0,frozen target-only reference,False
STRESS_0036,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5293062359,0.01386471135,0,0,frozen non-selectable comparator,False
STRESS_0037,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5219385645,0.0005230510525,0,0,frozen non-selectable comparator,False
STRESS_0037,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5053672081,-0.0160483048,0.44,0.24,frozen non-selectable comparator,False
STRESS_0037,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5178688848,-0.003546624037,0.31,0.08,frozen selectable architecture,True
STRESS_0037,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.54986682,0.02845130841,0.05,0,frozen selectable architecture,True
STRESS_0037,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5397443831,0.01832887295,0.08,0.01,frozen non-selectable comparator,False
STRESS_0037,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5214155117,0,0,0,frozen target-only reference,False
STRESS_0037,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5334853831,0.01206987142,0,0,frozen non-selectable comparator,False
STRESS_0038,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.522903603,-0.0009738431257,0,0,frozen non-selectable comparator,False
STRESS_0038,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5037092748,-0.02016817123,0.46,0.35,frozen non-selectable comparator,False
STRESS_0038,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5165834475,-0.007293997335,0.36,0.11,frozen selectable architecture,True
STRESS_0038,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5521064389,0.02822899406,0.05,0.01,frozen selectable architecture,True
STRESS_0038,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.540032123,0.01615468144,0.11,0.02,frozen non-selectable comparator,False
STRESS_0038,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5238774422,0,0,0,frozen target-only reference,False
STRESS_0038,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5350392035,0.01116175935,0.01,0,frozen non-selectable comparator,False
STRESS_0039,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.515620189,3.354001161e-05,0,0,frozen non-selectable comparator,False
STRESS_0039,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5107364398,-0.004850214212,0.35,0.15,frozen non-selectable comparator,False
STRESS_0039,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5119760859,-0.003610563914,0.28,0.08,frozen selectable architecture,True
STRESS_0039,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5428826186,0.02729596887,0.08,0,frozen selectable architecture,True
STRESS_0039,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5290664816,0.0134798291,0.13,0.05,frozen non-selectable comparator,False
STRESS_0039,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5155866492,0,0,0,frozen target-only reference,False
STRESS_0039,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5267616329,0.01117498307,0.02,0,frozen non-selectable comparator,False
STRESS_0040,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5152042037,0.0001731142021,0,0,frozen non-selectable comparator,False
STRESS_0040,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4983680665,-0.01666302673,0.47,0.29,frozen non-selectable comparator,False
STRESS_0040,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5134345016,-0.00159659129,0.26,0.09,frozen selectable architecture,True
STRESS_0040,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5489927953,0.03396170113,0.06,0,frozen selectable architecture,True
STRESS_0040,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5373772228,0.02234612979,0.11,0,frozen non-selectable comparator,False
STRESS_0040,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5150310928,0,0,0,frozen target-only reference,False
STRESS_0040,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5294097471,0.01437865168,0,0,frozen non-selectable comparator,False
STRESS_0041,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5143550682,-0.0006421136276,0,0,frozen non-selectable comparator,False
STRESS_0041,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4998998982,-0.01509728212,0.45,0.22,frozen non-selectable comparator,False
STRESS_0041,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5128116041,-0.002185577411,0.27,0.07,frozen selectable architecture,True
STRESS_0041,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5446238649,0.02962668802,0.05,0,frozen selectable architecture,True
STRESS_0041,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5309034446,0.015906263,0.12,0,frozen non-selectable comparator,False
STRESS_0041,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5149971834,0,0,0,frozen target-only reference,False
STRESS_0041,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5245846081,0.009587425069,0,0,frozen non-selectable comparator,False
STRESS_0042,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5179351038,-0.0003077255706,0,0,frozen non-selectable comparator,False
STRESS_0042,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5090542996,-0.009188531542,0.37,0.17,frozen non-selectable comparator,False
STRESS_0042,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5166989356,-0.001543895162,0.25,0.04,frozen selectable architecture,True
STRESS_0042,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5452918929,0.02704906259,0.09,0,frozen selectable architecture,True
STRESS_0042,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5346355006,0.01639267057,0.09,0,frozen non-selectable comparator,False
STRESS_0042,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5182428303,0,0,0,frozen target-only reference,False
STRESS_0042,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5298843884,0.01164155839,0,0,frozen non-selectable comparator,False
STRESS_0043,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.518252804,-0.0006561290938,0,0,frozen non-selectable comparator,False
STRESS_0043,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5036979398,-0.0152109909,0.5,0.25,frozen non-selectable comparator,False
STRESS_0043,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5139758593,-0.004933072725,0.3,0.12,frozen selectable architecture,True
STRESS_0043,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5502443171,0.03133538609,0.06,0,frozen selectable architecture,True
STRESS_0043,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5385157871,0.01960685482,0.08,0.02,frozen non-selectable comparator,False
STRESS_0043,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5189089328,0,0,0,frozen target-only reference,False
STRESS_0043,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5310128656,0.01210393612,0.03,0,frozen non-selectable comparator,False
STRESS_0044,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5146546268,-2.280788496e-05,0,0,frozen non-selectable comparator,False
STRESS_0044,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5090807074,-0.005596729117,0.42,0.24,frozen non-selectable comparator,False
STRESS_0044,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5145687446,-0.0001086931568,0.33,0.09,frozen selectable architecture,True
STRESS_0044,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5494466701,0.03476923267,0.06,0.01,frozen selectable architecture,True
STRESS_0044,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5356660366,0.02098859964,0.07,0.03,frozen non-selectable comparator,False
STRESS_0044,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5146774355,0,0,0,frozen target-only reference,False
STRESS_0044,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5273044223,0.01262698598,0,0,frozen non-selectable comparator,False
STRESS_0045,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5180496112,-0.001165327163,0,0,frozen non-selectable comparator,False
STRESS_0045,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5077909586,-0.01142397934,0.42,0.21,frozen non-selectable comparator,False
STRESS_0045,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5139984491,-0.005216488396,0.38,0.08,frozen selectable architecture,True
STRESS_0045,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5502195287,0.03100459127,0.06,0,frozen selectable architecture,True
STRESS_0045,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5367533851,0.01753844839,0.13,0.01,frozen non-selectable comparator,False
STRESS_0045,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5192149386,0,0,0,frozen target-only reference,False
STRESS_0045,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5315444133,0.01232947557,0,0,frozen non-selectable comparator,False
STRESS_0046,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.518923088,-0.0002139008919,0,0,frozen non-selectable comparator,False
STRESS_0046,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4983310291,-0.02080595753,0.49,0.25,frozen non-selectable comparator,False
STRESS_0046,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5099425685,-0.009194421218,0.34,0.15,frozen selectable architecture,True
STRESS_0046,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5297185171,0.01058152883,0.21,0.03,frozen selectable architecture,True
STRESS_0046,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.531830107,0.01269311775,0.16,0.01,frozen non-selectable comparator,False
STRESS_0046,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5191369858,0,0,0,frozen target-only reference,False
STRESS_0046,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5296168166,0.01047982872,0.01,0,frozen non-selectable comparator,False
STRESS_0047,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5157919222,-0.0007249958524,0,0,frozen non-selectable comparator,False
STRESS_0047,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5021256572,-0.01439126071,0.51,0.26,frozen non-selectable comparator,False
STRESS_0047,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5117537734,-0.004763142467,0.33,0.06,frozen selectable architecture,True
STRESS_0047,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5130249122,-0.003492003294,0.29,0.06,frozen selectable architecture,True
STRESS_0047,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5346853167,0.01816839937,0.06,0,frozen non-selectable comparator,False
STRESS_0047,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5165169185,0,0,0,frozen target-only reference,False
STRESS_0047,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5284155098,0.01189859316,0,0,frozen non-selectable comparator,False
STRESS_0048,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5145117283,0.000862910353,0,0,frozen non-selectable comparator,False
STRESS_0048,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5035116807,-0.01013713943,0.4,0.25,frozen non-selectable comparator,False
STRESS_0048,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5149118555,0.001263036388,0.25,0.04,frozen selectable architecture,True
STRESS_0048,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5459354255,0.03228660788,0.04,0.01,frozen selectable architecture,True
STRESS_0048,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5362433431,0.02259452346,0.07,0,frozen non-selectable comparator,False
STRESS_0048,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5136488202,0,0,0,frozen target-only reference,False
STRESS_0048,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5273053804,0.01365656232,0,0,frozen non-selectable comparator,False
STRESS_0049,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5180948117,-0.0008136443142,0,0,frozen non-selectable comparator,False
STRESS_0049,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5021595535,-0.01674890347,0.43,0.2,frozen non-selectable comparator,False
STRESS_0049,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5146796405,-0.004228814899,0.27,0.1,frozen selectable architecture,True
STRESS_0049,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5274542898,0.008545831243,0.17,0.03,frozen selectable architecture,True
STRESS_0049,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5290710744,0.01016261589,0.12,0.01,frozen non-selectable comparator,False
STRESS_0049,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5189084566,0,0,0,frozen target-only reference,False
STRESS_0049,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5265511721,0.007642716136,0.01,0,frozen non-selectable comparator,False
STRESS_0050,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5215700829,-0.0001232751422,0,0,frozen non-selectable comparator,False
STRESS_0050,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.504069553,-0.01762380344,0.46,0.25,frozen non-selectable comparator,False
STRESS_0050,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5121709132,-0.009522443863,0.38,0.09,frozen selectable architecture,True
STRESS_0050,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5194757012,-0.002217654,0.29,0.05,frozen selectable architecture,True
STRESS_0050,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5369855753,0.01529221722,0.07,0.02,frozen non-selectable comparator,False
STRESS_0050,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5216933545,0,0,0,frozen target-only reference,False
STRESS_0050,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5331394693,0.01144611714,0,0,frozen non-selectable comparator,False
STRESS_0051,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.513997716,-0.000183965327,0,0,frozen non-selectable comparator,False
STRESS_0051,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5042832619,-0.009898423005,0.48,0.19,frozen non-selectable comparator,False
STRESS_0051,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5096870384,-0.004494640984,0.32,0.12,frozen selectable architecture,True
STRESS_0051,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5387034225,0.02452174246,0.07,0.01,frozen selectable architecture,True
STRESS_0051,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5255273062,0.01134562392,0.13,0.03,frozen non-selectable comparator,False
STRESS_0051,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5141816819,0,0,0,frozen target-only reference,False
STRESS_0051,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5232681519,0.00908646786,0.01,0,frozen non-selectable comparator,False
STRESS_0052,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.516053991,-0.0009675184636,0,0,frozen non-selectable comparator,False
STRESS_0052,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4982063299,-0.01881518267,0.47,0.21,frozen non-selectable comparator,False
STRESS_0052,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5058962935,-0.0111252157,0.36,0.14,frozen selectable architecture,True
STRESS_0052,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5297358853,0.01271437163,0.16,0.01,frozen selectable architecture,True
STRESS_0052,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5295721513,0.01255063898,0.12,0.01,frozen non-selectable comparator,False
STRESS_0052,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5170215127,0,0,0,frozen target-only reference,False
STRESS_0052,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5254486096,0.00842709797,0,0,frozen non-selectable comparator,False
STRESS_0053,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5136057621,-0.0005410114469,0,0,frozen non-selectable comparator,False
STRESS_0053,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5016934186,-0.01245335401,0.47,0.24,frozen non-selectable comparator,False
STRESS_0053,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5169909254,0.002844155146,0.25,0.05,frozen selectable architecture,True
STRESS_0053,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5132323152,-0.0009144564031,0.31,0.08,frozen selectable architecture,True
STRESS_0053,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5270764142,0.01292964299,0.12,0.02,frozen non-selectable comparator,False
STRESS_0053,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5141467741,0,0,0,frozen target-only reference,False
STRESS_0053,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5237600136,0.009613241587,0.01,0,frozen non-selectable comparator,False
STRESS_0054,R5,R5_MISLEADING_SOURCE,100,A0,0.5659770858,-0.001000105964,0.03,0,frozen non-selectable comparator,False
STRESS_0054,R5,R5_MISLEADING_SOURCE,100,A1,0.6429989776,0.07602178935,0.04,0.02,frozen non-selectable comparator,False
STRESS_0054,R5,R5_MISLEADING_SOURCE,100,A2,0.5819199464,0.01494275891,0.25,0.14,frozen selectable architecture,True
STRESS_0054,R5,R5_MISLEADING_SOURCE,100,A3,0.470998328,-0.09597885832,0.98,0.9,frozen selectable architecture,True
STRESS_0054,R5,R5_MISLEADING_SOURCE,100,A4,0.4355310765,-0.1314461091,1,0.98,frozen non-selectable comparator,False
STRESS_0054,R5,R5_MISLEADING_SOURCE,100,B0,0.5669771838,0,0,0,frozen target-only reference,False
STRESS_0054,R5,R5_MISLEADING_SOURCE,100,B4,0.504742012,-0.06223517478,0.99,0.73,frozen non-selectable comparator,False
STRESS_0055,R5,R5_MISLEADING_SOURCE,100,A0,0.5768536687,-0.0003467617402,0.02,0,frozen non-selectable comparator,False
STRESS_0055,R5,R5_MISLEADING_SOURCE,100,A1,0.6502064583,0.07300603118,0.02,0.02,frozen non-selectable comparator,False
STRESS_0055,R5,R5_MISLEADING_SOURCE,100,A2,0.606219188,0.0290187602,0.19,0.13,frozen selectable architecture,True
STRESS_0055,R5,R5_MISLEADING_SOURCE,100,A3,0.4867702246,-0.09043020084,0.98,0.86,frozen selectable architecture,True
STRESS_0055,R5,R5_MISLEADING_SOURCE,100,A4,0.4565596172,-0.1206408115,1,0.97,frozen non-selectable comparator,False
STRESS_0055,R5,R5_MISLEADING_SOURCE,100,B0,0.5772004306,0,0,0,frozen target-only reference,False
STRESS_0055,R5,R5_MISLEADING_SOURCE,100,B4,0.5208155066,-0.0563849204,1,0.64,frozen non-selectable comparator,False
STRESS_0056,R5,R5_MISLEADING_SOURCE,100,A0,0.5755477643,-0.002670669707,0.06,0,frozen non-selectable comparator,False
STRESS_0056,R5,R5_MISLEADING_SOURCE,100,A1,0.6640438402,0.08582540825,0,0,frozen non-selectable comparator,False
STRESS_0056,R5,R5_MISLEADING_SOURCE,100,A2,0.6152989894,0.03708055488,0.09,0.05,frozen selectable architecture,True
STRESS_0056,R5,R5_MISLEADING_SOURCE,100,A3,0.4962820065,-0.08193642434,0.98,0.77,frozen selectable architecture,True
STRESS_0056,R5,R5_MISLEADING_SOURCE,100,A4,0.4554413554,-0.1227770785,0.99,0.95,frozen non-selectable comparator,False
STRESS_0056,R5,R5_MISLEADING_SOURCE,100,B0,0.5782184333,0,0,0,frozen target-only reference,False
STRESS_0056,R5,R5_MISLEADING_SOURCE,100,B4,0.5250593522,-0.05315908007,0.98,0.53,frozen non-selectable comparator,False
STRESS_0057,R5,R5_MISLEADING_SOURCE,100,A0,0.5614596337,-0.001187716447,0,0,frozen non-selectable comparator,False
STRESS_0057,R5,R5_MISLEADING_SOURCE,100,A1,0.6427956274,0.08014827895,0.03,0.03,frozen non-selectable comparator,False
STRESS_0057,R5,R5_MISLEADING_SOURCE,100,A2,0.5884456488,0.02579829966,0.23,0.09,frozen selectable architecture,True
