model_id	existing_model_ibs	ibs_valid_repeats	risk_sd	risk_q99_q01	km_null_ibs	existing_model_minus_km_null_ibs	lower_ibs_than_km_null	comparison_role
T0	0.209292191022	20	3.79898125051	13.9600119672	0.165644809131	0.0436473818906	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
T1	0.15903241134	20	0.141839292419	0.541850006545	0.165644809131	-0.00661239779057	True	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
T2	0.203835077331	20	4.59859034689	16.5700478221	0.165644809131	0.0381902681999	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
N0	0.236592099653	20	7.0840471275	23.0586088412	0.165644809131	0.0709472905216	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
N1	0.169070607267	20	0.383859656185	1.41039971939	0.165644809131	0.00342579813597	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
N2	0.169097813886	20	0.383880824493	1.41030705178	0.165644809131	0.00345300475505	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
N3	0.204555782164	20	1.21357276904	4.44136537161	0.165644809131	0.0389109730333	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
N4	0.238839419885	20	7.39738823738	23.4843856719	0.165644809131	0.0731946107541	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
N5	0.234113741829	20	5.71997591776	19.5750464864	0.165644809131	0.0684689326982	False	DESCRIPTIVE CONTEXT ONLY; NOT MODEL SELECTION
