relative_path,sheet,rows,columns,file_size_bytes,best_cotc_source,cotc_nonempty,unique_cotc,selected186_overlap,selected186_missing,selected186_overlap_fraction,parent_candidate
results/tables/GSE39055_necrosis_analysis_README.txt,__table__,35,1,1962,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_input_README.txt,__table__,35,1,1633,__index__,0,0,0,186,0.0,False
results/tables/paper4_external_canine_evidence_README.txt,__table__,35,1,2323,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_replicate_audit_README.txt,__table__,34,1,1817,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_priority_gene_ids.txt,__table__,34,1,336,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_priority_gene_symbols.txt,__table__,34,1,268,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_core_plus_frozen/mofa_k16_factor_activity.csv,__table__,33,16,8658,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_module_capture_vs_pca.csv,__table__,33,8,3426,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_stacked_pca_baseline.csv,__table__,33,5,2035,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_stacked_pca_module_capture.csv,__table__,33,6,2025,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_detection_aware_variable_only_700/mofa_k16_factor_activity.csv,__table__,33,16,9260,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_stacked_pca_baseline.csv,__table__,33,5,2442,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_vs_pca.csv,__table__,33,7,3743,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_vs_pca.csv,__table__,33,7,3325,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_WGCNA_module_preservation_README.txt,__table__,32,1,1802,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_core_plus_frozen/mofa_k12_r2.csv,__table__,32,4,1289,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_detection_aware/mofa_k12_r2.csv,__table__,32,4,1294,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_detection_aware_variable_only_700/mofa_k12_r2.csv,__table__,32,4,1297,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_module_vs_random_percentiles.csv,__table__,30,16,7874,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_assay_quality_endpoint_diagnostics.csv,__table__,30,17,4711,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_RFS_adjustment_robustness.csv,__table__,30,16,8403,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/three_cohort_no_ffpe/mofa_k16_factor_activity.csv,__table__,30,15,7001,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/three_cohort_no_ffpe/mofa_k16_r2.csv,__table__,30,4,1206,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_alignment_README.txt,__table__,30,1,1614,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_variable_only_1500/mofa_k12_factor_activity.csv,__table__,30,16,7920,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/three_cohort_no_ffpe_variable_only_1500/mofa_k12_factor_activity.csv,__table__,30,15,7567,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/three_cohort_no_ffpe_variable_only_1500/mofa_k12_r2.csv,__table__,30,4,1210,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_six_dog_compartment_scores.csv,__table__,29,23,10894,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_blind_de_novo_rediscovery_README.txt,__table__,29,1,2053,__index__,0,0,0,186,0.0,False
data/external_parent_trial/42003_2023_5208_MOESM4_ESM.xlsx,Figure 6,28,36,115541,__index__,0,0,0,186,0.0,False
results/tables/GSE21257_frozen_transfer_score_coverage.csv,__table__,28,11,7311,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_assay_quality_diagnostic_README.txt,__table__,28,1,1369,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_frozen_transfer_score_coverage.csv,__table__,28,11,6359,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_variable_only_1500/mofa_k8_r2.csv,__table__,28,4,1133,__index__,0,0,0,186,0.0,False
results/tables/TARGET_OS_frozen_transfer_score_coverage.csv,__table__,28,11,7188,__index__,0,0,0,186,0.0,False
paper5/data_manifest/TARGET_OS_technical_metadata/TARGET_OS_resolved_technical_covariate_registry.csv,__table__,27,11,6882,__index__,0,0,0,186,0.0,False
paper5/data_manifest/TARGET_OS_technical_metadata/TARGET_OS_technical_covariate_summary.csv,__table__,27,19,7453,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_detection_aware/mofa_k16_factor_activity.csv,__table__,27,16,7132,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/three_cohort_no_ffpe/mofa_k12_factor_activity.csv,__table__,27,15,6360,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/three_cohort_no_ffpe/mofa_k12_r2.csv,__table__,27,4,1093,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_factor_max_alignment_random_controls.csv,__table__,27,14,5848,__index__,0,0,0,186,0.0,False
results/tables/Paper4_final_results_section_outline.txt,__table__,27,1,1856,__index__,0,0,0,186,0.0,False
results/tables/Patkar_TME_convergence_README.txt,__table__,27,1,1297,__index__,0,0,0,186,0.0,False
results/tables/cross_cohort_module_preservation_README.txt,__table__,26,1,1269,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_module_proliferation_adjustment_results.csv,__table__,26,40,20579,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_proliferation_independence_decision_table.csv,__table__,26,38,68790,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_broad_transferable_candidates_for_sensitivity.csv,__table__,26,111,21460,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_full_cohort_module_associations.csv,__table__,26,12,17107,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_priority_transferable_ortholog_candidates.csv,__table__,26,97,18205,__index__,0,0,0,186,0.0,False
venv/Lib/site-packages/h5py-3.16.0.dist-info/licenses/licenses/pytables.txt,__table__,26,1,1673,__index__,0,0,0,186,0.0,False
venv/Lib/site-packages/lifelines/datasets/psychiatric_patients.csv,__table__,26,4,269,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_README.txt,__table__,25,1,1317,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_core_plus_frozen/mofa_k12_factor_activity.csv,__table__,24,16,6390,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_core_plus_frozen/mofa_k8_r2.csv,__table__,24,4,976,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_detection_aware/mofa_k12_factor_activity.csv,__table__,24,16,6368,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_detection_aware/mofa_k8_r2.csv,__table__,24,4,973,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_detection_aware_variable_only_700/mofa_k12_factor_activity.csv,__table__,24,16,6871,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_detection_aware_variable_only_700/mofa_k8_r2.csv,__table__,24,4,977,__index__,0,0,0,186,0.0,False
results/tables/Patkar_TME_module_pairwise_associations.csv,__table__,24,13,4638,__index__,0,0,0,186,0.0,False
results/tables/Patkar_TME_subtype_score_summary.csv,__table__,24,11,4204,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_canonical_gene_assay_audit.csv,__table__,23,20,7970,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_variable_only_README.txt,__table__,23,1,1124,__index__,0,0,0,186,0.0,False
results/tables/paper4_analysis_freeze_README.txt,__table__,23,1,1126,__index__,0,0,0,186,0.0,False
results/tables/paper4_assay_aware_lock_README.txt,__table__,23,1,1377,__index__,0,0,0,186,0.0,False
results/tables/cross_cohort_conservative_preservation_README.txt,__table__,22,1,1194,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_permutation_univariate_cox_negative_control_summary.csv,__table__,22,10,1584,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_RFS_validation_README.txt,__table__,22,1,1132,__index__,0,0,0,186,0.0,False
results/tables/paper4_assay_aware_locked_results_sentences.txt,__table__,22,1,2751,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_external_canine_results_sentences.txt,__table__,22,1,3079,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_strict_transferable_candidates.csv,__table__,21,111,17921,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_variable_only_1500/mofa_k8_factor_activity.csv,__table__,21,16,5626,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/three_cohort_no_ffpe_variable_only_1500/mofa_k8_factor_activity.csv,__table__,21,15,5346,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/three_cohort_no_ffpe_variable_only_1500/mofa_k8_r2.csv,__table__,21,4,847,__index__,0,0,0,186,0.0,False
data/external_parent_trial/42003_2023_5208_MOESM4_ESM.xlsx,Figure S4,20,9,115541,__index__,0,0,0,186,0.0,False
paper5/human/TARGET_OS/files-table.2026-08-10 (1).tsv,__table__,20,1,2038,__index__,0,0,0,186,0.0,False
paper5/human/TARGET_OS/files-table.2026-08-10.tsv,__table__,20,1,2430,__index__,0,0,0,186,0.0,False
paper5/human/TARGET_OS/methilation/clinical.cart.2026-08-10/pathology_detail.tsv,__table__,20,1,13440,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_pca_survival_associations_top5000var.csv,__table__,20,10,2355,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_strict_transferable_dog_genes.txt,__table__,20,1,195,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_strict_transferable_human_symbols.txt,__table__,20,1,153,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_detection_aware_module_coverage.csv,__table__,20,9,10820,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_results_sentences.txt,__table__,20,1,2085,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_frozen_transfer_programs_README.txt,__table__,19,1,1427,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_results_sentences.txt,__table__,19,1,2036,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_clinical_survival_associations.csv,__table__,18,11,1883,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_nested_cv_method_benchmark_summary.csv,__table__,18,9,2215,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_core_plus_frozen/mofa_k8_factor_activity.csv,__table__,18,16,4859,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_detection_aware/mofa_k8_factor_activity.csv,__table__,18,16,4833,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/three_cohort_no_ffpe/mofa_k8_factor_activity.csv,__table__,18,15,4261,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/three_cohort_no_ffpe/mofa_k8_r2.csv,__table__,18,4,727,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_rank_sensitivity.csv,__table__,18,9,1987,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_detection_aware_variable_only_700/mofa_k8_factor_activity.csv,__table__,18,16,5176,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_rank_sensitivity.csv,__table__,18,9,2238,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_preparation_README.txt,__table__,17,1,856,__index__,0,0,0,186,0.0,False
results/tables/Paper4_final_figure_captions.txt,__table__,17,1,3339,__index__,0,0,0,186,0.0,False
paper5/data_manifest/TARGET_OS_technical_metadata/TARGET_OS_technical_metadata_source_inventory.csv,__table__,16,10,3803,__index__,0,0,0,186,0.0,False
results/tables/cross_cohort_module_representation_preservation.csv,__table__,16,30,7808,n_samples,0,0,0,186,0.0,False
results/tables/cross_cohort_module_structure_random_controls.csv,__table__,16,11,2636,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_detection_aware_RFS_sensitivity.csv,__table__,16,13,3031,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_ai_novelty_claims.txt,__table__,16,1,854,__index__,0,0,0,186,0.0,False
results/tables/Paper4_locked_figure_table_README.txt,__table__,16,1,787,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_final_results_sentences.txt,__table__,16,1,1719,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_single_cell_results_sentences_six_dogs.txt,__table__,16,1,1490,__index__,0,0,0,186,0.0,False
results/tables/TARGET_OS_primary_adjustment_robustness.csv,__table__,16,12,2463,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_robustness_README.txt,__table__,15,1,923,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_pairwise_shift_diagnostics.csv,__table__,15,7,1945,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_variable_only_pairwise_shift.csv,__table__,15,7,2132,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_adjusted_models.csv,__table__,14,34,4577,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_frozen_canine_transfer_program_manifest.csv,__table__,13,55,14880,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_module_proliferation_overlap_audit.csv,__table__,13,19,30767,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_full_cohort_transferable_module_priority.csv,__table__,13,23,13195,__index__,0,0,0,186,0.0,False
results/tables/human_validation_cohort_preparation_README.txt,__table__,13,1,788,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_single_cell_results_sentences.txt,__table__,13,1,1470,__index__,0,0,0,186,0.0,False
results/tables/cross_cohort_conservative_preservation_classification.csv,__table__,12,16,4174,__index__,0,0,0,186,0.0,False
results/tables/cross_cohort_edge_preservation_audit.csv,__table__,12,34,8020,n_canine_samples,0,0,0,186,0.0,False
results/tables/cross_cohort_module_preservation_outcome_synthesis.csv,__table__,12,48,10210,n_samples,0,0,0,186,0.0,False
results/tables/GSE238110_conditional_cox_mb_selected_combined.csv,__table__,12,11,2250,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_residualized_proliferation_analysis_summary.csv,__table__,12,8,1182,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_true_iamb_gsmb_ablation_summary.csv,__table__,12,9,1959,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_frozen_module_coverage.csv,__table__,12,6,3994,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_variable_only_module_coverage.csv,__table__,12,6,3446,__index__,0,0,0,186,0.0,False
results/tables/Paper4_final_representation_outcome_typology_table.csv,__table__,12,8,2053,__index__,0,0,0,186,0.0,False
results/tables/Paper4_locked_figure_captions.txt,__table__,12,1,2200,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_human_outcome_evidence.csv,__table__,12,15,3033,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_structure_evidence.csv,__table__,12,16,4059,__index__,0,0,0,186,0.0,False
results/tables/Paper4_locked_structure_table.csv,__table__,12,10,2312,__index__,0,0,0,186,0.0,False
results/tables/paper4_projectwide_primary_multiplicity.csv,__table__,12,10,1629,__index__,0,0,0,186,0.0,False
results/tables/paper4_representation_outcome_decoupling_typology.csv,__table__,12,8,2053,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_metadata_preflight.csv,__table__,11,7,1130,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_final_claim_guardrails.txt,__table__,11,1,832,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_pca_explained_variance_top5000var.csv,__table__,10,3,505,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_nested_cv_module_benchmark.csv,__table__,10,9,24752,__index__,0,0,0,186,0.0,False
paper5/data_manifest/TARGET_OS_technical_metadata/TARGET_OS_technical_covariate_cross_view_concordance.csv,__table__,9,12,1262,__index__,0,0,0,186,0.0,False
paper5/human/TARGET_OS/gdc_download_20260810_185352.818424/7a862330-297a-466c-bca5-6c4318c286e6/TARGET_OS_ClinicalData_Validation_20230329.xlsx,Original File,9,2,42448,__index__,0,0,0,186,0.0,False
paper5/results/simulation_benchmark/05d_neural/profile_screen_v2/neural_profile_selection_table.csv,__table__,9,21,1951,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_cross_set_sensitivity.csv,__table__,9,8,1066,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_model_index.csv,__table__,9,7,5930,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_model_summary.csv,__table__,9,22,7269,n_samples_total,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_cross_set_sensitivity.csv,__table__,9,8,1303,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_model_index.csv,__table__,9,7,7262,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_model_summary.csv,__table__,9,22,8596,n_samples_total,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_module_factor_rank_summary.csv,__table__,9,8,1200,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_confirmed_library_to_dog_mapping.csv,__table__,8,2,251,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_primary_multiplicity.csv,__table__,8,7,944,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_random_control_empirical_fdr.csv,__table__,8,14,1810,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_random_gene_set_controls.csv,__table__,8,12,1475,__index__,0,0,0,186,0.0,False
results/tables/Patkar_TME_module_omnibus_associations.csv,__table__,8,12,1427,__index__,0,0,0,186,0.0,False
results/tables/GSE21257_OS_frozen_program_sensitivity.csv,__table__,7,22,2570,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_dfi_conditional_cox_mb_selected.csv,__table__,7,11,1354,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_random_control_key_statistical_tests.csv,__table__,7,21,2367,__index__,0,0,0,186,0.0,False
paper5/human/TARGET_OS/gdc_download_20260810_185352.818424/0bbb355b-da04-474a-a4f8-cacac10af5ee/TARGET_OS_ClinicalData_Discovery_20230709.xlsx,Original File,6,4,23429,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_dfi_os_univariate_cox_overlap_summary.csv,__table__,6,5,179,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_module_random_control_summary.csv,__table__,6,13,1473,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_RNA_module_vs_random_percentile_summary.csv,__table__,6,9,999,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_necrosis_M40_assay_rule_sensitivity.csv,__table__,6,36,3805,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_necrosis_M40_score_correlations.csv,__table__,6,7,864,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_secondary_programs.csv,__table__,6,35,2394,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_core_plus_frozen/rank_sensitivity.csv,__table__,6,9,780,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/four_cohort_detection_aware/rank_sensitivity.csv,__table__,6,9,771,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_fits/three_cohort_no_ffpe/rank_sensitivity.csv,__table__,6,9,728,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_detection_aware_variable_only_700/rank_sensitivity.csv,__table__,6,9,881,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/four_cohort_variable_only_1500/rank_sensitivity.csv,__table__,6,9,797,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_fits/three_cohort_no_ffpe_variable_only_1500/rank_sensitivity.csv,__table__,6,9,852,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_README.txt,__table__,6,1,463,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_cellbrowser_dataset_discovery.csv,__table__,5,8,1267,sample_count,0,0,0,186,0.0,False
results/tables/GSE238110_os_conditional_cox_mb_selected.csv,__table__,5,11,1005,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_frozen_module_gene_coverage.csv,__table__,4,10,2168,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_low_cardinality_metadata_audit.csv,__table__,4,5,586,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_score_gene_coverage.csv,__table__,4,10,502,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_targeted_eight_sample_vs_six_dog_comparison.csv,__table__,4,19,2087,eight_sample_mean_difference,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_targeted_localization_tests.csv,__table__,4,16,1802,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_targeted_localization_tests_six_dogs.csv,__table__,4,21,2038,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_targeted_sign_consistency_audit.csv,__table__,4,14,1040,__index__,0,0,0,186,0.0,False
results/tables/GSE21257_metastasis_primary_frozen_program_validation.csv,__table__,4,27,1754,__index__,0,0,0,186,0.0,False
results/tables/GSE21257_primary_leave_one_out_stability.csv,__table__,4,7,392,__index__,0,0,0,186,0.0,False
results/tables/GSE21257_primary_robust_logistic_effects.csv,__table__,4,16,1057,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_meta_proliferation_only_models.csv,__table__,4,10,600,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_blind_frozen_program_rediscovery.csv,__table__,4,20,1652,best_module_subsample_stability_median_jaccard,0,0,0,186,0.0,False
results/tables/GSE239948_external_frozen_program_coverage.csv,__table__,4,6,2008,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_external_identifier_pair_audit.csv,__table__,4,15,953,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_external_input_audit.csv,__table__,4,21,1282,n_detected_sample_columns,0,0,0,186,0.0,False
results/tables/GSE239948_external_module_score_reliability.csv,__table__,4,8,588,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_external_module_structure_preservation.csv,__table__,4,14,1022,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_external_random_panel_controls.csv,__table__,4,8,589,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_external_representation_classification.csv,__table__,4,18,1564,__index__,0,0,0,186,0.0,False
results/tables/GSE239948_WGCNA_module_preservation_signed.csv,__table__,4,12,760,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_assay_quality_module_summary.csv,__table__,4,11,1121,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_necrosis_M40_comparator_sensitivity.csv,__table__,4,30,2419,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_necrosis_primary_exploratory.csv,__table__,4,33,2569,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_RFS_leave_one_out_stability.csv,__table__,4,10,651,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_RFS_primary_frozen_program_validation.csv,__table__,4,27,2216,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_RFS_primary_multiplicity.csv,__table__,4,5,423,__index__,0,0,0,186,0.0,False
results/tables/GSE39055_RFS_random_gene_set_controls.csv,__table__,4,12,858,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_cross_cohort_synthesis.csv,__table__,4,34,3172,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_robust_evidence_summary.csv,__table__,4,17,1795,__index__,0,0,0,186,0.0,False
results/tables/human_external_validation_three_cohort_synthesis.csv,__table__,4,29,3036,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_module_representation_interpretation.csv,__table__,4,7,1099,__index__,0,0,0,186,0.0,False
results/tables/multigroup_mofa_variable_only_representation_interpretation.csv,__table__,4,11,1466,__index__,0,0,0,186,0.0,False
results/tables/paper4_assay_aware_locked_module_evidence_summary.csv,__table__,4,11,2553,__index__,0,0,0,186,0.0,False
results/tables/paper4_assay_aware_locked_module_interpretation.csv,__table__,4,3,1877,__index__,0,0,0,186,0.0,False
results/tables/Paper4_final_external_canine_triangulation_table.csv,__table__,4,46,6170,best_module_subsample_stability_median_jaccard,0,0,0,186,0.0,False
results/tables/Paper4_final_human_primary_outcomes_table.csv,__table__,4,20,1830,__index__,0,0,0,186,0.0,False
results/tables/Paper4_final_main_results_table.csv,__table__,4,6,1358,__index__,0,0,0,186,0.0,False
results/tables/paper4_GSE239948_preservation_method_concordance.csv,__table__,4,33,2833,best_module_subsample_stability_median_jaccard,0,0,0,186,0.0,False
results/tables/paper4_gse39055_assay_stability_classification.csv,__table__,4,13,1383,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_ai_representation_evidence.csv,__table__,4,10,1076,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_external_canine_triangulation.csv,__table__,4,46,6170,best_module_subsample_stability_median_jaccard,0,0,0,186,0.0,False
results/tables/paper4_locked_final_module_interpretation.csv,__table__,4,5,2355,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_independent_canine_representation.csv,__table__,4,27,4013,__index__,0,0,0,186,0.0,False
results/tables/Paper4_locked_main_results_table.csv,__table__,4,39,5180,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_module_evidence_summary.csv,__table__,4,16,2583,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_module_interpretation.csv,__table__,4,3,1233,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_transport_evidence.csv,__table__,4,24,3652,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_transport_evidence_final.csv,__table__,4,57,14576,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_transport_evidence_with_single_cell.csv,__table__,4,27,5671,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_transport_evidence_with_single_cell_and_external_canine.csv,__table__,4,42,10851,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_transport_evidence_with_single_cell_six_dogs.csv,__table__,4,28,5329,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_multidimensional_transport_typology.csv,__table__,4,6,1164,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_single_cell_biological_localization.csv,__table__,4,10,2519,__index__,0,0,0,186,0.0,False
results/tables/paper4_locked_single_cell_biological_localization_six_dogs.csv,__table__,4,11,2170,__index__,0,0,0,186,0.0,False
results/tables/Patkar_TME_targeted_convergence_tests.csv,__table__,4,14,1477,__index__,0,0,0,186,0.0,False
results/tables/TARGET_OS_primary_frozen_program_validation.csv,__table__,4,26,1843,__index__,0,0,0,186,0.0,False
results/tables/TARGET_OS_primary_leave_one_out_stability.csv,__table__,4,10,659,__index__,0,0,0,186,0.0,False
results/tables/Ammons_scRNA_replicate_metadata_relationships.csv,__table__,3,7,289,__index__,0,0,0,186,0.0,False
results/tables/GSE21257_primary_adjustment_robustness.csv,__table__,3,16,867,__index__,0,0,0,186,0.0,False
results/tables/GSE238110_potential_confounder_flags.csv,__table__,3,23,1520,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_input_set_summary.csv,__table__,3,7,355,__index__,0,0,0,186,0.0,False
results/tables/multistudy_factor_variable_only_set_summary.csv,__table__,3,7,407,__index__,0,0,0,186,0.0,False
